dep_date,airline,station,time,duration,stops,price,dateofbooking
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
"Wed, 27 Apr",Vistara,BOM - DEL,20:55 - 23:00, 2h 5m ,Non-stop,"₹ 4,409",15/03/2022
