dep_date,airline,station,time,duration,stops,price,source,destination,dateofbooking
"Wed, 30 Mar",AirAsia (India),BLR - MAA,07:15 - 08:15, 1h ,Non-stop,"₹ 3,485",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",AirAsia (India),BLR - MAA,16:15 - 17:15, 1h ,Non-stop,"₹ 3,485",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,11:10 - 12:10, 1h ,Non-stop,"₹ 3,607",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,08:05 - 09:05, 1h ,Non-stop,"₹ 3,607",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",SpiceJet,BLR - MAA,05:45 - 07:00, 1h 15m ,Non-stop,"₹ 3,237",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,14:50 - 15:55, 1h 5m ,Non-stop,"₹ 3,502",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,07:00 - 08:05, 1h 5m ,Non-stop,"₹ 3,607",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,17:25 - 18:30, 1h 5m ,Non-stop,"₹ 3,607",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,19:55 - 20:55, 1h ,Non-stop,"₹ 3,817",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,18:35 - 19:40, 1h 5m ,Non-stop,"₹ 3,817",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,09:25 - 10:50, 1h 25m ,Non-stop,"₹ 3,607",Bengaluru - BLR,Chennai - MAA,15/03/2022
"Wed, 30 Mar",IndiGo,BLR - MAA,07:35 - 12:25, 4h 50m ,1 stop,"₹ 6,018",Bengaluru - BLR,Chennai - MAA,15/03/2022
